idx,predictions,probabilities
5264,0,0.7366666666666667
5266,0,0.9366666666666666
5271,0,0.9066666666666666
5273,0,0.9
5276,1,0.5233333333333333
5278,0,0.8133333333333334
5281,1,0.56
5283,0,0.5166666666666667
5291,0,0.7033333333333334
5294,0,0.5533333333333333
5296,0,0.5333333333333333
5297,1,0.69
5313,0,0.9833333333333333
5314,0,0.81
5321,0,0.6466666666666666
5325,0,0.94
5326,0,0.75
5328,0,0.9666666666666667
5334,0,0.8133333333333334
5338,1,0.6133333333333333
5344,0,0.84
5348,1,0.5733333333333334
5352,0,0.6866666666666666
5353,0,0.9233333333333333
5354,0,0.6733333333333333
5361,1,0.7166666666666667
5364,0,0.8533333333333334
5365,0,0.7933333333333333
5367,1,0.54
5379,0,0.74
5382,0,0.6366666666666667
5386,0,0.5066666666666667
5395,0,0.8833333333333333
5410,0,0.65
5411,0,0.67
5416,1,0.5966666666666667
5424,1,0.7866666666666666
5426,0,0.67
5428,0,0.6733333333333333
5430,0,0.5566666666666666
5433,0,0.7833333333333333
5437,0,0.9666666666666667
5440,0,0.73
5442,1,0.8566666666666667
5445,1,0.6466666666666666
5449,0,0.7133333333333334
5452,1,0.62
5460,0,0.5466666666666666
5461,0,0.7466666666666667
5465,0,0.5766666666666667
5467,0,0.73
5471,0,0.7633333333333333
5474,1,0.6966666666666667
5475,0,0.9233333333333333
5480,0,0.8066666666666666
5481,0,0.6466666666666666
5484,0,0.79
5494,0,0.62
5495,1,0.73
5497,0,0.96
5499,0,0.5533333333333333
5507,0,0.8833333333333333
5510,0,0.91
5515,0,0.7533333333333333
5516,0,0.7333333333333333
5517,0,0.8433333333333334
5524,0,0.9266666666666666
5530,0,0.84
5534,0,0.55
5543,0,0.56
5545,1,0.6
5558,0,0.6766666666666666
5562,0,0.7266666666666667
5573,1,0.6966666666666667
5581,0,0.8633333333333333
5583,1,0.64
5587,1,0.5333333333333333
5589,1,0.7866666666666666
5591,0,0.9533333333333334
5596,0,0.5733333333333334
5606,1,0.7166666666666667
5608,0,0.63
5611,0,0.6033333333333334
5612,0,0.5066666666666667
5614,0,0.6233333333333333
5620,0,0.98
5623,0,0.7966666666666666
5624,0,0.9066666666666666
5626,0,0.68
5633,0,0.65
5635,0,0.92
5640,0,0.5533333333333333
5643,0,0.8533333333333334
5644,1,0.5233333333333333
5653,1,0.5733333333333334
5663,0,0.9733333333333334
5664,1,0.66
5667,1,0.5433333333333333
5671,1,0.6533333333333333
5673,1,0.6433333333333333
5676,0,0.7366666666666667
5678,0,0.72
5698,0,0.7033333333333334
5700,0,0.83
5705,0,0.5566666666666666
5706,1,0.6933333333333334
5711,0,0.9166666666666666
5712,1,0.7466666666666667
5716,0,0.7833333333333333
5719,0,0.5666666666666667
5725,1,0.7033333333333334
5728,0,0.82
5734,0,0.6766666666666666
5735,0,0.93
5743,0,0.5533333333333333
5754,0,0.7833333333333333
5755,1,0.7366666666666667
5756,0,0.9033333333333333
5766,0,0.9366666666666666
5770,1,0.5666666666666667
5774,0,0.6766666666666666
5775,0,0.83
5776,0,0.8
5778,0,0.9833333333333333
5786,1,0.5433333333333333
5787,0,0.6266666666666667
5791,0,0.57
5794,0,0.5933333333333334
5803,0,0.69
5804,0,0.65
5808,0,0.7366666666666667
5810,0,0.9066666666666666
5813,1,0.71
5828,0,0.9266666666666666
5839,1,0.5066666666666667
5842,0,0.6033333333333334
5843,0,0.9066666666666666
5844,0,0.6066666666666667
5847,1,0.6766666666666666
5851,0,0.89
5854,0,0.8166666666666667
5857,0,0.9133333333333333
5866,1,0.5666666666666667
5874,0,0.65
5886,0,0.8433333333333334
5895,0,0.6666666666666666
5897,0,0.8366666666666667
5898,0,0.5833333333333334
5900,1,0.6233333333333333
5902,0,0.5933333333333334
5908,1,0.6566666666666666
5909,0,0.9333333333333333
5912,0,0.9633333333333334
5913,0,0.8533333333333334
5917,0,0.7066666666666667
5918,1,0.74
5921,0,0.7433333333333333
5931,1,0.5066666666666667
5942,0,0.54
5943,1,0.54
5950,0,0.97
5954,0,0.93
5983,0,0.9466666666666667
5995,1,0.73
6002,0,0.6733333333333333
6005,0,0.9
6009,0,0.58
6011,0,0.91
6012,0,0.8333333333333334
6019,0,0.79
6021,0,0.7433333333333333
6029,1,0.7333333333333333
6036,0,0.52
6037,0,0.9666666666666667
6038,0,0.96
6043,0,0.9233333333333333
6045,0,0.68
6047,1,0.5166666666666667
6048,0,0.99
6061,0,0.5266666666666666
6063,0,0.76
6064,0,0.88
6068,1,0.6266666666666667
6069,0,0.88
6070,1,0.5866666666666667
6071,0,0.65
6074,0,0.6466666666666666
6079,0,0.67
6082,0,0.94
6088,1,0.7566666666666667
6094,0,0.71
6095,1,0.55
6098,0,0.5366666666666666
6102,0,0.9466666666666667
6105,0,0.5733333333333334
6113,0,0.9733333333333334
6116,0,0.5666666666666667
6120,0,0.62
6121,0,0.56
6126,0,0.8
6144,0,0.8433333333333334
6145,0,0.95
6153,0,0.6
6156,0,0.82
6159,0,0.57
6162,0,0.5633333333333334
6184,1,0.55
6188,0,0.6666666666666666
6189,0,0.6866666666666666
6191,0,0.56
6211,1,0.5933333333333334
6216,0,0.8233333333333334
6218,1,0.7433333333333333
6222,0,0.57
6235,0,0.7533333333333333
6245,0,0.7266666666666667
6248,1,0.63
6253,0,0.6333333333333333
6256,0,0.9766666666666667
6257,0,0.6433333333333333
6259,0,0.5466666666666666
6266,0,0.6733333333333333
6268,0,0.71
6275,0,0.6466666666666666
6280,1,0.8266666666666667
6283,0,0.5166666666666667
6288,0,0.96
6289,0,0.87
6301,0,0.9566666666666667
6308,0,0.7366666666666667
6314,0,0.9733333333333334
6315,0,0.8266666666666667
6316,1,0.6233333333333333
6317,1,0.7233333333333334
6318,0,0.9633333333333334
6323,1,0.6
6329,1,0.5366666666666666
6336,0,0.7366666666666667
6341,1,0.7666666666666667
6348,0,0.7366666666666667
6349,0,0.97
6365,0,0.93
6372,0,0.59
6376,0,0.95
6378,0,0.9066666666666666
6379,1,0.8066666666666666
6382,0,0.7266666666666667
6383,1,0.6666666666666666
6389,1,0.7633333333333333
6390,0,0.8533333333333334
6392,0,0.9333333333333333
6394,1,0.6366666666666667
6402,0,0.86
6404,0,0.69
6405,0,0.9333333333333333
6406,0,0.6033333333333334
6409,0,0.9033333333333333
6410,0,0.7633333333333333
6411,0,0.8633333333333333
6421,0,0.75
6428,0,0.55
6429,0,0.6333333333333333
6432,0,0.7933333333333333
6436,0,0.98
6437,0,0.6866666666666666
6438,0,0.6266666666666667
6445,0,0.7933333333333333
6447,1,0.6366666666666667
6450,0,0.8766666666666667
6462,0,0.8333333333333334
6467,1,0.7666666666666667
6478,0,0.9766666666666667
6484,0,0.7733333333333333
6492,0,0.6466666666666666
6497,0,0.8233333333333334
6504,0,0.57
6505,0,0.6466666666666666
6513,1,0.6533333333333333
6525,0,0.6233333333333333
6526,0,0.6633333333333333
6528,0,0.7766666666666666
6540,0,0.96
6542,0,0.92
6544,0,0.6166666666666667
6548,0,0.9266666666666666
6552,0,0.89
6558,0,0.9833333333333333
6567,0,0.9266666666666666
6569,1,0.6233333333333333
6572,0,0.9233333333333333
6577,0,0.88
6581,0,0.7933333333333333
6588,0,0.64
6591,1,0.7
6594,0,0.6366666666666667
6600,0,0.54
6602,0,0.86
6604,0,0.7166666666666667
6605,0,0.9266666666666666
6614,0,0.6433333333333333
6616,0,0.6533333333333333
6621,1,0.5366666666666666
6640,0,0.7466666666666667
6641,1,0.5133333333333333
6643,0,0.9
6644,0,0.6566666666666666
6649,1,0.6033333333333334
6650,1,0.5766666666666667
6655,1,0.6933333333333334
6661,0,0.9766666666666667
6672,0,0.66
6677,0,0.6733333333333333
6688,0,0.8666666666666667
6689,0,0.8133333333333334
6691,0,0.9566666666666667
6692,1,0.5366666666666666
6694,1,0.7733333333333333
6702,1,0.64
6714,0,0.8333333333333334
6716,1,0.6166666666666667
6724,0,0.82
6725,0,0.93
6730,0,0.72
6735,0,0.5233333333333333
6738,1,0.6566666666666666
6739,0,0.6366666666666667
6743,0,0.6566666666666666
6747,0,0.9233333333333333
6750,1,0.8333333333333334
6751,1,0.6666666666666666
6753,1,0.51
6754,1,0.5633333333333334
6755,0,0.8133333333333334
6762,0,0.5
6764,0,0.6866666666666666
6772,1,0.8033333333333333
6774,0,0.91
6787,0,0.7533333333333333
6789,0,0.9566666666666667
6793,0,0.7466666666666667
6798,0,0.85
6799,0,0.9666666666666667
6800,0,0.8833333333333333
6802,0,0.9766666666666667
6808,0,0.5466666666666666
6809,0,0.7166666666666667
6812,0,0.99
6814,1,0.7966666666666666
6816,1,0.73
6822,0,0.5833333333333334
6829,1,0.51
6834,1,0.8933333333333333
6836,0,0.9
6839,0,0.8133333333333334
6840,0,0.57
6843,0,0.9033333333333333
6846,0,0.6066666666666667
6848,0,0.98
6852,0,0.8966666666666666
6856,0,0.57
6860,0,0.8633333333333333
6866,0,0.5133333333333333
6870,0,0.59
6878,1,0.5366666666666666
6880,0,0.79
6885,0,0.7633333333333333
6897,0,0.9533333333333334
6902,1,0.7633333333333333
6904,1,0.5766666666666667
6907,0,0.9733333333333334
6909,0,0.8066666666666666
6914,1,0.53
6915,1,0.6133333333333333
6922,1,0.62
6924,0,0.81
6933,0,0.9066666666666666
6934,0,0.8333333333333334
6941,1,0.5033333333333333
6957,0,0.6233333333333333
6960,0,0.78
6969,0,0.95
6975,0,0.8966666666666666
6980,1,0.6433333333333333
6983,0,0.79
6987,0,0.9166666666666666
6994,0,0.9433333333333334
6997,0,0.8566666666666667
7002,0,0.93
7010,0,0.9433333333333334
7015,0,0.65
7019,0,0.5966666666666667
7022,0,0.6433333333333333
7025,0,0.9766666666666667
7029,0,0.9766666666666667
7031,0,0.6266666666666667
7037,0,0.54
7038,0,0.7333333333333333
7043,0,0.9433333333333334
7049,0,0.79
7052,0,0.5766666666666667
7053,0,0.6433333333333333
7056,0,0.98
7057,1,0.6
7080,0,0.6333333333333333
7086,0,0.7033333333333334
7087,0,0.8666666666666667
7105,1,0.5566666666666666
7108,0,0.94
7121,1,0.5333333333333333
7122,0,0.78
7125,0,0.5133333333333333
7132,0,0.56
7134,0,0.8733333333333333
7151,0,0.6133333333333333
7152,1,0.7566666666666667
7157,0,0.78
7159,0,0.7666666666666667
7166,1,0.7033333333333334
7167,0,0.84
7177,0,0.9033333333333333
7179,1,0.7133333333333334
7181,1,0.5833333333333334
7183,0,0.7666666666666667
7186,0,0.9533333333333334
7193,0,0.8566666666666667
7205,0,0.9333333333333333
7207,0,0.83
7209,0,0.5133333333333333
7216,0,0.7466666666666667
7232,1,0.64
7235,0,0.7633333333333333
7238,0,0.66
7240,1,0.5666666666666667
7243,0,0.52
7252,0,0.6066666666666667
7269,0,0.5933333333333334
7275,0,0.96
7281,0,0.7933333333333333
7283,0,0.9066666666666666
7287,0,0.85
7289,1,0.5566666666666666
7291,0,0.64
7294,0,0.96
7304,0,0.5366666666666666
7308,0,0.6233333333333333
7313,0,0.7966666666666666
7319,1,0.65
7325,0,0.84
7326,0,0.93
7330,0,0.5133333333333333
7332,0,0.95
7337,0,0.6266666666666667
7341,0,0.6166666666666667
7346,0,0.6233333333333333
7353,1,0.6766666666666666
7354,1,0.7466666666666667
7361,1,0.5366666666666666
7366,1,0.5366666666666666
7368,0,0.91
7372,0,0.93
7375,1,0.59
7377,1,0.6133333333333333
7380,0,0.86
7382,1,0.6066666666666667
7385,1,0.71
7392,1,0.79
7395,0,0.9566666666666667
7397,0,0.6233333333333333
7403,0,0.8966666666666666
7406,0,0.51
7409,1,0.6933333333333334
7410,0,0.7666666666666667
7412,0,0.96
7419,0,0.72
7425,0,0.8966666666666666
7435,0,0.7833333333333333
7438,0,0.6066666666666667
7440,0,0.7366666666666667
7447,0,0.58
7449,1,0.5933333333333334
7456,0,0.77
7464,0,0.87
7478,0,0.6666666666666666
7480,0,0.89
7481,0,0.5566666666666666
7483,0,0.7333333333333333
7484,0,0.85
7491,0,0.53
7494,0,0.59
7501,1,0.5733333333333334
7503,1,0.71
7509,0,0.68
7517,0,0.8933333333333333
7518,0,0.7666666666666667
7519,0,0.75
7521,1,0.6333333333333333
7522,1,0.6466666666666666
7536,0,0.9
7539,0,0.91
7547,0,0.51
7549,0,0.9633333333333334
7552,1,0.59
7554,0,0.5466666666666666
7556,0,0.8933333333333333
7564,0,0.83
7566,0,0.7066666666666667
7570,0,0.6933333333333334
7571,0,0.96
7572,0,0.7066666666666667
7575,0,0.9233333333333333
7586,0,0.9633333333333334
7589,0,0.8866666666666667
7590,0,0.9366666666666666
7597,0,0.7366666666666667
7602,0,0.97
7604,0,0.6066666666666667
7605,1,0.62
7612,1,0.87
7615,0,0.7566666666666667
7617,0,0.8433333333333334
7624,0,0.9233333333333333
7632,0,0.7933333333333333
7639,0,0.54
7642,0,0.6733333333333333
7643,0,0.6933333333333334
7649,0,0.5966666666666667
7650,0,0.63
7653,0,0.7
7654,1,0.54
7657,1,0.76
7662,0,0.6266666666666667
7669,1,0.6233333333333333
7671,0,0.9366666666666666
7675,0,0.9266666666666666
7678,0,0.6033333333333334
7682,1,0.6833333333333333
7688,1,0.62
7689,0,0.7266666666666667
7690,0,0.75
7692,1,0.7533333333333333
7699,0,0.6166666666666667
7705,1,0.73
7712,0,0.8633333333333333
7726,1,0.6533333333333333
7728,0,0.66
7735,0,0.6066666666666667
7737,1,0.82
7739,0,0.9566666666666667
7743,1,0.5833333333333334
7744,0,0.6166666666666667
7746,1,0.5033333333333333
7749,0,0.72
7750,1,0.55
7752,0,0.9433333333333334
7755,0,0.7833333333333333
7756,1,0.8133333333333334
7762,0,0.8733333333333333
7764,1,0.5933333333333334
7769,0,0.9466666666666667
7770,0,0.5433333333333333
7776,0,0.8166666666666667
7778,1,0.6366666666666667
7784,0,0.5166666666666667
7786,0,0.6933333333333334
7789,0,0.8933333333333333
7793,1,0.5033333333333333
7794,0,0.9166666666666666
7804,0,0.7933333333333333
7811,0,0.7933333333333333
7813,0,0.6
7815,0,0.5933333333333334
7817,0,0.9233333333333333
7818,0,0.6233333333333333
7821,0,0.7833333333333333
7825,0,0.97
7830,0,0.5766666666666667
7832,0,0.6966666666666667
7835,0,0.9533333333333334
7839,0,0.7733333333333333
7842,0,0.9466666666666667
7849,1,0.5266666666666666
7856,0,0.6466666666666666
7857,0,0.98
7863,0,0.77
7866,0,0.8166666666666667
7871,0,0.83
7875,1,0.6633333333333333
7882,1,0.54
7887,1,0.6266666666666667
7888,1,0.64
7891,1,0.7
7895,0,0.9533333333333334
7901,1,0.5266666666666666
7906,0,0.6666666666666666
7908,1,0.8066666666666666
7917,0,0.7933333333333333
7924,1,0.6166666666666667
7948,0,0.5733333333333334
7950,1,0.7433333333333333
7955,0,0.8433333333333334
7957,0,0.9466666666666667
7959,0,0.72
7967,0,0.9633333333333334
7969,0,0.57
7971,0,0.7
7974,0,0.5133333333333333
7976,0,0.96
7986,1,0.7733333333333333
7987,1,0.7533333333333333
7993,0,0.5633333333333334
7996,1,0.5033333333333333
7998,0,0.7366666666666667
8018,0,0.8866666666666667
8019,0,0.5333333333333333
8027,0,0.9366666666666666
8036,0,0.9366666666666666
8040,0,0.8566666666666667
8044,0,0.89
8050,0,0.7766666666666666
8052,0,0.5866666666666667
8054,1,0.68
8057,1,0.84
8058,0,0.91
8059,1,0.53
8066,1,0.7233333333333334
8070,0,0.7233333333333334
8072,1,0.5066666666666667
8078,0,0.91
8079,0,0.8233333333333334
8080,1,0.5566666666666666
8081,0,0.8366666666666667
8088,0,0.92
8091,1,0.68
8094,0,0.8233333333333334
8095,1,0.7133333333333334
8099,0,0.9033333333333333
8101,1,0.52
8102,0,0.9466666666666667
8116,1,0.61
8125,0,0.7733333333333333
8134,1,0.5633333333333334
8139,0,0.9366666666666666
8141,0,0.6033333333333334
8147,0,0.9266666666666666
8158,0,0.5666666666666667
8160,0,0.8866666666666667
8165,0,0.5333333333333333
8187,0,0.71
8205,0,0.7733333333333333
8209,0,0.67
8211,0,0.5833333333333334
8232,0,0.9933333333333333
8236,0,0.7533333333333333
8237,0,0.6666666666666666
8238,1,0.82
8245,1,0.61
8256,0,0.5966666666666667
8268,0,0.98
8269,0,0.96
8270,0,0.73
8286,0,0.67
8289,0,0.8233333333333334
8301,0,0.6966666666666667
8305,0,0.7333333333333333
8310,0,0.5966666666666667
8312,0,0.97
8318,1,0.87
8321,0,0.77
8328,0,0.94
8331,0,0.9633333333333334
8334,0,0.5866666666666667
8344,0,0.75
8345,0,0.8366666666666667
8352,0,0.6
8358,0,0.62
8359,1,0.5166666666666667
8360,0,0.9033333333333333
8365,0,0.7966666666666666
8366,0,0.7766666666666666
8369,1,0.6566666666666666
8373,0,0.92
8378,0,0.8066666666666666
8392,0,0.78
8397,1,0.6266666666666667
8399,0,0.6966666666666667
8400,0,0.6766666666666666
8405,1,0.5133333333333333
8406,0,0.85
8410,0,0.8133333333333334
8413,0,0.7633333333333333
8414,0,0.61
8416,1,0.6866666666666666
8426,0,0.9166666666666666
8434,0,0.69
8439,0,0.8133333333333334
8440,0,0.7433333333333333
8475,0,0.91
8480,0,0.6166666666666667
8497,0,0.5466666666666666
8499,1,0.6633333333333333
8500,0,0.5133333333333333
8501,0,0.9433333333333334
8502,1,0.5233333333333333
8518,0,0.5433333333333333
8520,0,0.51
8523,0,0.69
8525,0,0.78
8532,0,0.93
8535,0,0.5366666666666666
8543,1,0.5066666666666667
8554,0,0.5533333333333333
8560,0,0.8633333333333333
8561,0,0.5433333333333333
8563,0,0.8966666666666666
8566,1,0.6166666666666667
8570,1,0.59
8572,0,0.7966666666666666
8582,0,0.6333333333333333
8583,1,0.51
8587,0,0.5966666666666667
8592,0,0.6
8593,0,0.5166666666666667
8607,0,0.8133333333333334
8609,0,0.6933333333333334
8610,0,0.87
8614,1,0.6
8616,0,0.5266666666666666
8622,0,0.59
8623,0,0.7666666666666667
8624,0,0.67
8633,0,0.66
8641,0,0.6633333333333333
8644,1,0.6233333333333333
8649,1,0.5533333333333333
8653,0,0.9233333333333333
8657,0,0.87
8658,0,0.6333333333333333
8663,0,0.9
8672,1,0.5133333333333333
8680,0,0.73
8684,0,0.6766666666666666
8687,0,0.8566666666666667
8688,0,0.8466666666666667
8690,0,0.7966666666666666
8712,0,0.5533333333333333
8717,0,0.7666666666666667
8730,0,0.9266666666666666
8739,0,0.71
8744,0,0.8266666666666667
8747,0,0.5433333333333333
8748,0,0.6133333333333333
8751,1,0.65
8758,0,0.6733333333333333
8761,0,0.68
8763,0,0.9633333333333334
8764,1,0.8166666666666667
8765,0,0.6733333333333333
8773,0,0.7666666666666667
8780,0,0.8966666666666666
8781,0,0.6666666666666666
8782,1,0.5666666666666667
8785,0,0.82
8786,0,0.7166666666666667
8797,1,0.6233333333333333
8799,0,0.8666666666666667
8807,1,0.7633333333333333
8816,0,0.97
8817,0,0.68
8826,1,0.6066666666666667
8833,0,0.86
8834,0,0.9666666666666667
8835,0,0.91
8840,0,0.77
8843,0,0.9233333333333333
8849,0,0.6666666666666666
8855,0,0.9066666666666666
8861,0,0.72
8862,0,0.84
8865,0,0.7566666666666667
8868,0,0.95
8870,0,0.98
8880,0,0.6
8885,0,0.9466666666666667
8894,0,0.7933333333333333
8895,0,0.8766666666666667
8899,0,0.84
8912,0,0.5366666666666666
8922,0,0.96
8924,0,0.7133333333333334
8928,0,0.7333333333333333
8932,0,0.5966666666666667
8943,0,0.7766666666666666
8945,0,0.7633333333333333
8946,0,0.8866666666666667
8954,1,0.5133333333333333
8958,1,0.65
8960,1,0.5266666666666666
8965,0,0.51
8966,0,0.8833333333333333
8967,0,0.8366666666666667
8969,0,0.55
8980,0,0.8133333333333334
8984,0,0.9333333333333333
8985,1,0.7633333333333333
8988,1,0.53
8989,0,0.7133333333333334
8995,0,0.7533333333333333
9004,0,0.9733333333333334
9010,0,0.9166666666666666
9012,0,0.7333333333333333
9018,0,0.5033333333333333
9036,0,0.6633333333333333
9037,0,0.6466666666666666
9040,0,0.7333333333333333
9041,0,0.62
9044,0,0.6033333333333334
9045,0,0.9133333333333333
9047,0,0.58
9049,0,0.96
9061,0,0.98
9062,0,0.6233333333333333
9076,0,0.61
9079,0,0.66
9081,0,0.56
9082,0,0.7533333333333333
9089,1,0.7266666666666667
9092,0,0.7566666666666667
9094,0,0.5533333333333333
9115,0,0.9366666666666666
9117,0,0.5566666666666666
9118,0,0.67
9120,0,0.9033333333333333
9124,0,0.96
9128,0,0.7666666666666667
9135,0,0.5766666666666667
9136,1,0.85
9138,1,0.5766666666666667
9157,1,0.5866666666666667
9176,0,0.97
9183,0,0.6733333333333333
9187,0,0.56
9188,0,0.55
9190,0,0.8366666666666667
9197,0,0.95
9200,0,0.8666666666666667
9201,0,0.7833333333333333
9203,0,0.9633333333333334
9212,1,0.5666666666666667
9213,0,0.9
9214,0,0.6433333333333333
9217,0,0.6533333333333333
9219,0,0.95
9220,0,0.6166666666666667
9221,0,0.6333333333333333
9237,0,0.9633333333333334
9240,0,0.7833333333333333
9241,0,0.9633333333333334
9248,0,0.5666666666666667
9253,1,0.5866666666666667
9259,0,0.5466666666666666
9267,0,0.9233333333333333
9271,1,0.6066666666666667
9273,0,0.6566666666666666
9285,0,0.9933333333333333
9290,0,0.8066666666666666
9291,0,0.8833333333333333
9293,0,0.8366666666666667
9294,0,0.91
9301,0,0.8233333333333334
9302,0,0.7266666666666667
9312,0,0.8033333333333333
9316,0,0.53
9319,1,0.64
9328,0,0.91
9331,1,0.73
9338,0,0.89
9350,0,0.65
9356,0,0.86
9359,1,0.5333333333333333
9362,1,0.53
9364,0,0.8666666666666667
9370,1,0.6466666666666666
9380,0,0.7966666666666666
9386,0,0.7633333333333333
9394,0,0.8033333333333333
9407,1,0.5766666666666667
9411,0,0.5133333333333333
9422,0,0.6033333333333334
9423,0,0.6766666666666666
9429,0,0.7166666666666667
9433,0,0.8
9439,0,0.91
9451,0,0.5433333333333333
9452,0,0.5333333333333333
9453,0,0.95
9460,0,0.9266666666666666
9465,0,0.9233333333333333
9470,0,0.93
9476,0,0.5233333333333333
9485,1,0.7133333333333334
9486,0,0.88
9488,0,0.5766666666666667
9507,0,0.98
9508,1,0.5266666666666666
9517,0,0.53
9521,0,0.86
9528,0,0.8066666666666666
9532,0,0.68
9536,0,0.82
9540,0,0.6466666666666666
9542,0,0.6
9546,0,0.65
9548,0,0.69
9549,0,0.9466666666666667
9554,0,0.8133333333333334
9555,1,0.5233333333333333
9558,0,0.8933333333333333
9573,1,0.7666666666666667
9575,0,0.5133333333333333
9584,0,0.5166666666666667
9586,0,0.8066666666666666
9588,0,0.92
9591,0,0.5766666666666667
9592,1,0.6333333333333333
9597,0,0.6333333333333333
9600,0,0.63
9603,1,0.5333333333333333
9605,0,0.67
9614,1,0.6166666666666667
9616,0,0.87
9622,1,0.6066666666666667
9624,0,0.6833333333333333
9629,0,0.5433333333333333
9633,0,0.9533333333333334
9640,0,0.6366666666666667
9644,1,0.53
9645,1,0.6833333333333333
9646,0,0.88
9648,1,0.8
9649,0,0.92
9660,0,0.5866666666666667
9664,1,0.6066666666666667
9675,0,0.99
9679,1,0.72
9680,1,0.5566666666666666
9682,0,0.6566666666666666
9697,0,0.9433333333333334
9701,0,0.7866666666666666
9704,0,0.5033333333333333
9705,0,0.6566666666666666
9707,0,0.6833333333333333
9714,0,0.8866666666666667
9718,0,0.66
9722,0,0.83
9739,0,0.8566666666666667
9747,1,0.73
9751,0,0.8066666666666666
9757,0,0.7166666666666667
9759,0,0.9566666666666667
9760,0,0.9533333333333334
9764,0,0.6333333333333333
9776,0,0.6266666666666667
9778,0,0.5366666666666666
9786,0,0.96
9803,1,0.6366666666666667
9804,0,0.76
9815,0,0.8233333333333334
9824,0,0.96
9825,0,0.8466666666666667
9826,1,0.53
9827,0,0.96
9833,0,0.85
9835,0,0.8766666666666667
9860,0,0.5866666666666667
9865,0,0.67
9871,0,0.7933333333333333
9874,0,0.7333333333333333
9880,0,0.5533333333333333
9882,0,0.5666666666666667
9885,0,0.8766666666666667
9888,1,0.5933333333333334
9892,0,0.8933333333333333
9893,0,0.64
9896,0,0.67
9902,0,0.9266666666666666
9906,0,0.6366666666666667
9910,0,0.6733333333333333
9914,0,0.6933333333333334
9918,1,0.7433333333333333
9920,0,0.6166666666666667
9926,0,0.68
9931,0,0.85
9935,1,0.57
9945,1,0.74
9953,0,0.6233333333333333
9957,0,0.9833333333333333
9963,0,0.92
9972,0,0.67
9976,0,0.5166666666666667
9979,0,0.71
9980,0,0.9133333333333333
9982,0,0.93
9991,1,0.7966666666666666
10000,0,0.5166666666666667
10003,0,0.68
10005,1,0.7433333333333333
10014,0,0.95
10032,1,0.5166666666666667
10034,0,0.8
10041,0,0.97
10042,0,0.9733333333333334
10044,0,0.8766666666666667
10045,0,0.6366666666666667
10054,1,0.6133333333333333
10061,0,0.88
10062,1,0.5966666666666667
10073,0,0.6466666666666666
10081,0,0.9333333333333333
10084,0,0.6733333333333333
10086,0,0.6966666666666667
10093,1,0.5166666666666667
10101,1,0.62
10105,0,0.6166666666666667
10110,1,0.58
10113,1,0.6766666666666666
10115,1,0.6333333333333333
10119,1,0.73
10121,1,0.6466666666666666
10124,1,0.8333333333333334
10126,0,0.5166666666666667
10127,0,0.9233333333333333
10145,0,0.58
10147,1,0.5833333333333334
10148,0,0.98
10162,0,0.59
10163,0,0.7466666666666667
10166,1,0.6766666666666666
10172,0,0.8
10173,0,0.5433333333333333
10175,0,0.9533333333333334
10180,0,0.85
10186,0,0.9233333333333333
10192,0,0.5
10199,1,0.6066666666666667
10209,1,0.7333333333333333
10210,0,0.82
10214,0,0.75
10215,1,0.5533333333333333
10216,1,0.7733333333333333
10232,0,0.5933333333333334
10239,0,0.64
10249,0,0.6133333333333333
10253,1,0.53
10255,0,0.7833333333333333
10262,0,0.8366666666666667
10264,0,0.93
10266,0,0.76
10268,0,0.8933333333333333
10271,0,0.8633333333333333
10272,1,0.5466666666666666
10276,0,0.6833333333333333
10277,0,0.96
10279,1,0.56
10281,0,0.95
10285,0,0.91
10294,0,0.66
10300,0,0.6666666666666666
